# X,Y,Z,error,cx_i,cy_i
-2.088526653800851818e+03,-1.336914188692078596e+03,4.968541708796158218e+02,6.176990242608823012e-01,4.101414309484192700e+01,1.367058664259927809e+03,3.804505169867060488e+01,1.075017969451931776e+03,nan,nan,3.220294250792213688e+02,1.256028533510285342e+03
-2.097394492568038459e+03,-1.373758843858516684e+03,4.725465345024774706e+02,3.038434411016597281e-01,4.404508566275924153e+01,1.383028907922912140e+03,4.601512096774193594e+01,1.085994061757719692e+03,nan,nan,3.232731844228745217e+02,1.270281980198019710e+03
-2.135510836879448107e+03,-1.388067843176421775e+03,4.167394336252823450e+02,3.833751108606136548e-01,5.106856187290969729e+01,1.391010302197802275e+03,5.392165397170838048e+01,1.084010928961748732e+03,2.521208053691275097e+02,1.143060975609756042e+03,nan,nan
-2.195116147375337277e+03,-1.526222412545112547e+03,2.996368849864373374e+02,4.339828504398285935e-01,6.410518626734842940e+01,1.450919019316493404e+03,nan,nan,2.229415363698164469e+02,1.220891733723482048e+03,3.060684062059238499e+02,1.316926308032424458e+03
-2.094793613720185476e+03,-1.400764328491071637e+03,4.120622394063892671e+02,5.895438057863325865e-01,6.518946047678795708e+01,1.395001494768310977e+03,6.890168878166466016e+01,1.090080657206870910e+03,nan,nan,3.340482221139795342e+02,1.274014454664914638e+03
-2.136927535995898779e+03,-8.101706031687829181e+02,4.697631731809416920e+02,4.737535899312146914e-01,6.712821888412017302e+01,1.160092848904267612e+03,9.111444277861069807e+00,8.650433673469387941e+02,2.938395311236863563e+02,8.469757462686567351e+02,nan,nan
-2.203865901302448037e+03,-1.551500915258219038e+03,2.726481190105753853e+02,6.763148998821878477e-01,6.995934959349592930e+01,1.462105209397344197e+03,8.908534482758621209e+01,1.126993027888446250e+03,2.190097645031590901e+02,1.235078062678062679e+03,nan,nan
-2.182618005688507310e+03,-1.289655212139690320e+03,3.247021857951338006e+02,5.915053264294622970e-01,7.385887708649468664e+01,1.356026119402985159e+03,6.711310861423220331e+01,1.037973118279569917e+03,nan,nan,2.911123966942148513e+02,1.212023019634394132e+03
-2.145341085890634076e+03,-1.334714855953503729e+03,3.482839376659206323e+02,5.056143617873939400e-01,7.503902439024389537e+01,1.372100917431192556e+03,7.211809923130677191e+01,1.058020547945205408e+03,nan,nan,3.108598418277680366e+02,1.234869252077562351e+03
-2.025636875486805366e+03,-1.335671607849563998e+03,4.559065981665331151e+02,4.934639334558064139e-01,7.507378939277478480e+01,1.366062390158172320e+03,7.290820734341252773e+01,1.073109176155391879e+03,nan,nan,3.602058562555457115e+02,1.245996975196612311e+03
-2.155400548558410719e+03,-8.684875156522741690e+02,4.209500194044449586e+02,3.563026375201678309e-01,7.515363128491620159e+01,1.187029850746268721e+03,2.307090719499478482e+01,8.848914728682170789e+02,2.848161458333333371e+02,8.810851342501637191e+02,nan,nan
-2.001961783333463245e+03,-1.535416191489302491e+03,4.339376555148775765e+02,7.921992072018068098e-01,7.987724335965542366e+01,1.448959860383944260e+03,9.507786116322701275e+01,1.146917634635691684e+03,nan,nan,3.900780487804877907e+02,1.333942786069651675e+03
-2.184216643487848614e+03,-7.759446647947532938e+02,3.939577324303979253e+02,6.322346570589075787e-01,8.106058282208589105e+01,1.153777134028582395e+03,nan,nan,2.810173233695651902e+02,8.399225235196457788e+02,2.391311182565201818e+02,9.759849295089936732e+02
-2.082353091225144453e+03,-1.291710365898639111e+03,3.889911045248866230e+02,2.831994409043017136e-01,8.311451612903225339e+01,1.351893617021276668e+03,7.604287901990811349e+01,1.047997299729973065e+03,nan,nan,3.351744855967078252e+02,1.218135080645161224e+03
-2.127122596990928287e+03,-1.416451529325693173e+03,3.061922509839664599e+02,1.002933149171455929e+00,9.094001363326516696e+01,1.405075636942675146e+03,9.500945829750645544e+01,1.084226976069615603e+03,nan,nan,3.318610169491525426e+02,1.265845986984815681e+03
-2.264086421869626065e+03,-1.257741890855343399e+03,1.963279083222922736e+02,8.300880323812389605e-01,9.319606598984771040e+01,1.348982442138866645e+03,8.600373532550693767e+01,1.012015976761074853e+03,nan,nan,2.640830216903515293e+02,1.183956053811659103e+03
-2.239851448662135681e+03,-1.061354345268138331e+03,2.492988688361515131e+02,6.274535696590238798e-01,9.603513071895424957e+01,1.272074712643678140e+03,6.501664447403462077e+01,9.449629948364888605e+02,2.449077228847245919e+02,9.930438963210701786e+02,nan,nan
-2.022969226650932114e+03,-8.884756874920087739e+02,4.702973625003850202e+02,3.627416413344084489e-01,9.797701736465781153e+01,1.185998488284202494e+03,4.894923857868020178e+01,9.000992282249172831e+02,3.489411352487736622e+02,8.919801816680429738e+02,nan,nan
-2.095153284647088640e+03,-8.074056562716756389e+02,4.061092956542126444e+02,2.853623419230594815e-01,1.019136069114470899e+02,1.161941505911636568e+03,4.497629083245521286e+01,8.620021645021645327e+02,3.239625267665953174e+02,8.579989389920424401e+02,nan,nan
-2.179044114521043866e+03,-6.792020874843020692e+02,3.396385524527773896e+02,3.004010691722923676e-01,1.060678531701890961e+02,1.121954128440366958e+03,3.617154526889040511e+01,8.060302782324058626e+02,2.980978112175102410e+02,8.029466338259442182e+02,nan,nan
-2.109917015921454549e+03,-7.701596277651066202e+02,3.817940752136511833e+02,2.836272136496467700e-01,1.079859320046893316e+02,1.149982864137086835e+03,4.707727503812913028e+01,8.459677615571775959e+02,3.218691936083240535e+02,8.430130681818181984e+02,nan,nan
-2.239793598887662029e+03,-1.283973943072279326e+03,1.489156384579807479e+02,2.724234038435196514e-01,1.150345911949685558e+02,1.360028535193405105e+03,1.090538585209003202e+02,1.018992516370439716e+03,2.390869815668202705e+02,1.110932129514321332e+03,nan,nan
-1.879114473803329247e+03,-1.215447785958012673e+03,4.961964450246243246e+02,4.639752182139907366e-01,1.170617120106171143e+02,1.310855572998430034e+03,9.996769456681350619e+01,1.036078380706287589e+03,nan,nan,4.238655866900174942e+02,1.188989621489621413e+03
-2.153322657650940528e+03,-7.408790889441070249e+02,3.196009101830269969e+02,7.060751986471239805e-01,1.178959156785243749e+02,1.145963855421686731e+03,5.301732435033686386e+01,8.301546275395033945e+02,3.088775605214152620e+02,8.359584432717678055e+02,nan,nan
-2.087517631701934988e+03,-1.317897062601286962e+03,2.684904532689120629e+02,3.293789055254179310e-01,1.208968792401628178e+02,1.365926380368098080e+03,1.161292952824694282e+02,1.046853049228508553e+03,nan,nan,3.491366976972072393e+02,1.213102608695652179e+03
-1.908878348741698574e+03,-1.184555754160417337e+03,4.526899342730642388e+02,8.623311684315321246e-01,1.241460554371002161e+02,1.301929471032745596e+03,1.040168185003503822e+02,1.019834018077239080e+03,3.889756920999324734e+02,1.045995444191343950e+03,nan,nan
-2.065635810121465056e+03,-1.303721393560737852e+03,2.788826783040568671e+02,6.158083762450321519e-01,1.242831644958996691e+02,1.360050516023899945e+03,1.190836466165413583e+02,1.043933558558558616e+03,nan,nan,3.581180311401305971e+02,1.206066411238825140e+03
-2.134868543102191779e+03,-8.571209036312062608e+02,2.834355271097748528e+02,5.071370602493706636e-01,1.270540468227424782e+02,1.189872676882947417e+03,7.790852272727272521e+01,8.739730412805391779e+02,3.129920844327176610e+02,8.970658153241649870e+02,nan,nan
-1.842186448100513189e+03,-1.228513901137691391e+03,4.999866098289277829e+02,5.232412661547526378e-01,1.270795019157088177e+02,1.314979613733905580e+03,nan,nan,4.180230040595399146e+02,1.067037932930181341e+03,4.431917930419268714e+02,1.194026651216685877e+03
-2.007563197898243516e+03,-9.383835046281162704e+02,3.887485311272104127e+02,6.623482777265149446e-01,1.279430156328794794e+02,1.211145911949685569e+03,8.392274368231046822e+01,9.151138014527845144e+02,3.620285923753665429e+02,9.279695723684210407e+02,nan,nan
-1.864813029157368192e+03,-1.290720361207628230e+03,4.614350672571908945e+02,9.097589077692883608e-01,1.280991033506370798e+02,1.341969331079449375e+03,1.211041028781383915e+02,1.062994672754946805e+03,nan,nan,4.400511013215859180e+02,1.219026192703461220e+03
-1.958358477257809000e+03,-9.087203434743369144e+02,4.336880757174566270e+02,6.051603796792184298e-01,1.299599578503687951e+02,1.195163048294195733e+03,8.304937499999999773e+01,9.079069230769230217e+02,3.859924738219895062e+02,9.101986518636002756e+02,nan,nan
-2.384104898070365380e+03,-1.280175196247375879e+03,-4.792680737396118218e+01,7.275345792197786265e-02,1.359502133712660168e+02,1.368148174659985671e+03,1.300826666666666540e+02,9.979513343799058021e+02,1.920564273789649405e+02,1.120040999609527489e+03,nan,nan
