# X,Y,Z,error,cx_i,cy_i
-2.204545110432459296e+03,-1.355319180150017246e+03,3.976844010656001842e+02,3.954489303839678338e-01,3.817820590006020609e+01,1.379988970588235361e+03,3.806739526411657693e+01,1.067084865629420165e+03,nan,nan,2.749673489278752641e+02,1.255848214285714221e+03
-2.079160011705934721e+03,-1.508060327121345608e+03,4.345220614973937359e+02,6.762820763547395808e-01,5.603314470493128852e+01,1.439179487179487069e+03,6.996563011456628089e+01,1.133027079303675009e+03,nan,nan,3.479769129287598730e+02,1.325780015491866834e+03
-2.405553971010161604e+03,-1.331814923359798058e+03,1.689135437589232538e+02,9.959356587342678147e-01,5.790913160250671154e+01,1.381998870694522793e+03,5.504978749241044511e+01,1.030963942307692378e+03,nan,nan,2.020555758683729550e+02,1.220008102955195454e+03
-2.489567489831818875e+03,-8.813381627977872768e+02,1.597767418026846258e+02,4.250885239300679630e-01,6.294927536231884346e+01,1.218138421733505766e+03,1.405784061696658149e+01,8.651818181818181301e+02,1.420729653882132766e+02,9.059144800777453383e+02,nan,nan
-2.023190724150041660e+03,-1.136831903726390237e+03,4.920362870768701100e+02,2.330399223153490629e-01,7.605902439024390560e+01,1.283173643410852719e+03,5.203732204694112795e+01,9.999136690647482055e+02,3.261167919799498804e+02,1.012063604240282643e+03,nan,nan
-2.100063776099259940e+03,-7.223872583493059665e+02,4.704275518792803155e+02,8.349663766851005420e-01,8.409689629068887484e+01,1.124092756183745678e+03,1.590287769784172589e+01,8.309484361792053733e+02,3.210231513476157374e+02,8.079281370923162058e+02,nan,nan
-2.496341464694305614e+03,-9.148225765412353212e+02,7.896069460395617057e+01,3.566620129026760178e-01,8.491072961373390626e+01,1.235014476614699333e+03,4.192728828058169199e+01,8.738527724665392498e+02,1.478579842931937094e+02,9.309754653130287352e+02,nan,nan
-2.065803258999235823e+03,-1.301708188282976153e+03,3.844396266740031365e+02,4.694335495166123695e-01,8.889808429118774313e+01,1.354985673352435469e+03,8.391758241758242320e+01,1.051940179461615116e+03,nan,nan,3.449506016466118012e+02,1.221835607094133593e+03
-2.211040950908046398e+03,-8.431111689804105254e+02,3.254119585667064030e+02,4.376454891482910448e-01,9.112788632326819993e+01,1.185055319148936178e+03,3.905189094107299752e+01,8.679470365699874037e+02,2.690794649881982536e+02,8.800347985347984832e+02,nan,nan
-2.085409623413941063e+03,-8.352992978006960811e+02,4.413109565993559613e+02,3.169096744796238152e-01,9.197970573313038756e+01,1.169937363437727527e+03,3.609790605546123032e+01,8.749327286470144145e+02,3.229835361488904937e+02,8.669271523178807684e+02,nan,nan
-2.024168855652143975e+03,-7.549031802531858375e+02,4.988817367009003192e+02,3.808674663653253134e-01,9.611249999999999716e+01,1.132079872204472849e+03,3.193427230046948395e+01,8.480105820105819703e+02,3.560820152314001348e+02,8.229887556221889326e+02,nan,nan
-1.929085086161065874e+03,-1.484155077811615911e+03,4.122587489292225200e+02,1.707979822517975699e-01,1.131467576791808938e+02,1.426051153460381101e+03,1.241270536692223487e+02,1.129024360535931692e+03,nan,nan,4.260748175182481532e+02,1.302890384615384619e+03
-1.934073633514918129e+03,-1.020456829074977577e+03,4.851659082000801959e+02,5.764496888872137070e-01,1.139089108910891071e+02,1.235050680786686826e+03,7.811185914034179234e+01,9.568479948253557268e+02,3.850046760187040604e+02,9.589903774981495417e+02,nan,nan
-1.910915995177715104e+03,-1.113289527779693572e+03,4.785176249175781891e+02,2.036213838815532917e-01,1.179891696750902526e+02,1.271021110242376835e+03,9.210718635809988086e+01,9.938266666666667106e+02,3.909117259552041901e+02,1.007951593860684739e+03,nan,nan
